"BBC Sport is the sports division of the BBC, providing national sports coverage for BBC Television, radio and onlineThe BBC holds the television and radio UK broadcasting rights to several sports, broadcasting the sport live or alongside flagship analysis programmes such as Match of the Day, Test Match Special, Ski Sunday, Today at Wimbledon and previously GrandstandResults, analysis and coverage is also added to the BBC Sport website and through the BBC Red Button interactive television service",0
"    History    The BBC has broadcast sport for several decades under individual programme names and coverage titlesGrandstand was one of the more notable sport programmes, broadcasting sport for almost 50 yearsThe BBC first began to brand sport coverage as 'BBC Sport' in 1988 for the 1988 Summer Olympics in Seoul, by introducing the programme with a short animation of a globe circumnavigated by four coloured ringsThis practice continued throughout the next two decades",0
"Upon the launch of the BBC News website in 1997, sport was included in the BBC's online presence for the first timeIn May 2007, the BBC Trust approved plans for several BBC departments, including BBC Sport, to be moved to a new development in SalfordThe new development at MediaCityUK marks a major decentralisation of BBC departments from London and a key investment in the north of England where BBC spending in the region had previously been low",0
"The department moved into Quay House, MediaCityUK gradually in late 2011 and early 2012 with the first Sports bulletins being broadcast from the new BBC Sport Centre on 5 March 2012.In 2017, BBC Sport launched a new on-air identity, becoming the first BBC property to implement the broadcaster's new corporate typeface    Summary of programming       Football   The BBC shares the rights to the FIFA World Cup and the UEFA European Championship with ITV",0
"A near equal split of group stage and knockout stage games are shown, including a semi-final and the final is shown on both networksThe BBC aired all its matches from the 2018 World Cup in 4K UHD and VR to a limited number of viewers subject to bandwidth.The BBC shows highlights of the Premier League on Match of the Day which has been hosted by Gary Lineker since 1999Match of the Day 2 and Match of the Day 2 Extra, are presented by Mark Chapman",0
"Dan Walker hosts Football Focus every Saturday lunchtime before Jason Mohammad presents Final Score every Saturday afternoonPundits for Match of the Day as well as co-commentators include Alan Shearer, Robbie Savage, Chris Sutton, Don Hutchison, Mark Lawrenson, Danny Murphy, Kevin Kilbane, Jermaine Jenas, Martin Keown, Stephen Warnock, Rio Ferdinand, Matthew Upson, Alex Scott, Faye White, Sue Smith, Lucy Ward, Chris Waddle, Cese Fabregas and Ian Wright while commentators include Guy Mowbray, Steve Wilson, Jonathan Pearce, Simon Brotherton, Steve Bower, Dave Woods, Vicki Sparks, Jacqui Oatley, Alistair Mann, Conor McNamara, Dan O'Hagan, Mark Tompkins, Martin Fisher, Gary Bloom, John Roder, Mark Scott, Chris Wise, Robyn Cowen and Steven Wyeth.The BBC also broadcasts live coverage of the FA Cup and will do so until 2025",0
"    Cricket   On 30 June 2017 it was announced that live cricket would be returning to BBC TV for the first time in 21 yearsThe BBC regained rights to highlights of all England's home Tests, ODIs and T20IsThey also have live broadcasts of two home T20 matches per season, plus 10 matches from The HundredCoverage also includes England Women for whom they will broadcast one home T20 and 8 matches from The Hundred",0
"Today At The Test, the BBC's test cricket highlights programme is presented by Isa Guha alongside commentators, Michael Vaughan, Phil Tufnell, Ebony Rainford-Brent, Mark Ramprakash and James AndersonJonathan Agnew and Alison Mitchell also contributed to commentary as well as, presenter, Isa GuhaRegularly, a guest co-commentator will join the team from the touring sideOn 30 August 2020, the BBC broadcast the second England vs Pakistan Twenty20 International, its first live cricket broadcast for 21 years",0
"    Tennis   BBC Sport currently holds the rights to broadcast the Wimbledon Tennis Championships and the Queen's Club Championships live on its television platformsThe Wimbledon contract has been held by the BBC since 1927 and the current contract lasts until 2024 making it the longest such contract in the worldThe BBC produce over 900 hours of footage that is distributed to broadcasters in 159 different countriesBBC Wimbledon coverage is presented by former British number one and 1976 French Open Champion Sue Barker alongside a whole host of former ex-professional players including John McEnroe, Martina Navratilova, Boris Becker, Billie Jean King, Tracy Austin and Tim Henman",0
"Matches are broadcast live on BBC One, BBC Two, the Red Button, or Online via the BBC Sport websiteHighlights are also shown on the long-running Today at Wimbledon, presented by Clare Balding, who replaced John Inverdale in 2015The same year, the programme was renamed ""Wimbledon 2day"", with a new lighthearted magazine format, but after only one year, the format was abandoned for 2016.Following the trial which commenced with 2018 World Cup, the BBC broadcast all Centre Court matches from the 2018 Wimbledon Championships in 4K UHD via iPlayer",0
"For the most recent tournament in 2021, the commentators included, Chris Bradnam, James Burridge, Andrew Castle, Matt Chilton, Andrew Cotter, Katherine Downes, Paul Hand, John Inverdale, David Law, Nick Lester, Dan Lobb, Alison Mitchell, Ronald McIntosh, Nick Mullins, Pete Odgers, Mark Petchey, Simon Reed, Sam Smith and Andy Stevenson Co-commentators included, Tracy Austin, Marion Bartoli, Boris Becker, Pat Cash, Annabel Croft, Colin Fleming, Peter Fleming, Tim Henman, Anne Keothavong, John Lloyd, Miles Maclagan, John McEnroe, Martina Navratilova, Arvind Parmar, Louise Pleming, Chanda Rubin, Liz Smylie and Mel South",0
"Lee McKenzie, Rishi Persad, John Inverdale and Simon Mundie were the reportersRegular tournament weather updates are provided by Carol KirkwoodThe BBC also broadcasts two traditional Grass warm up events in the fortnight before the Wimbledon ChampionshipsFirst is the AEGON Championships from Queen's Club, which takes place two weeks before WimbledonThe BBC has covered the tournament since 1979 and has a contract in place until 2024The following week is the WTA AEGON International event from Eastbourne",0
"Both events are primarily shown on BBC TwoThe BBC holds rights to show daily TV highlights from the Australian OpenCoverage is presented by Sue Barker with commentary from Andrew Castle and John LloydThe BBC has exclusive free to air TV rights for 8 singles matches from the ATP World Tour Finals which includes the semi final and the finalThe BBC covered the event originally between 2009 and 2011, followed by an extension for 2012 and 2013",0
"This was extended again in 2013 through to 2015It was extended again in 2016 for another 2 years before another deal was announced in 2017 and will run until 2020with Sky Sports, showing one afternoon match per day including one semi-final and the final which are usually shown on BBC TwoBBC Radio covers the four Grand Slam tournaments - the Australian Open, French Open, Wimbledon and US Open - on BBC Radio 5 Live and BBC Radio 5 Live Sports Extra",0
"For most recent Wimbledon tournament in 2021, Gigi Salmon and Tony Livesey hosted full coverage on Radio 5 Live, with expert analysis from Marion Bartoli, Pat Cash, Laura Robson, Leon Smith, Chanda Rubin, Annabel Croft, Miles Maclagan, Mark Woodforde and Jeff TarangoThe team of commentators is led by the BBC's tennis correspondent, Russell Fuller, along with Gigi Salmon, David Law, Naomi Cavaday, Jonathan Overend, Iain Carter, Alison Mitchell and Sara Orchard",0
"For other grand slam tournaments, Russell Fuller, David Law and Gigi Salmon are the commentatorsFor the select few ATP Tour Masters 1000 events that BBC Radio cover, Russell Fuller is usually the sole commentator    Rugby union   The BBC holds joint rights to the Six Nations championship in the UK with ITV Sport until 2025The BBC will show all Scotland and Wales home matches live either on BBC One or BBC Two",0
"Coverage of these games is complemented by an interactive service on BBC Red Button and Radio commentary on all matchesThe BBC held the live rights to the Autumn Internationals for the Scottish and Welsh sides as well as highlights of the English teamJohn Inverdale and Gabby Logan lead the BBC's rugby coverage Martin Johnson, Sam Warburton, Jeremy Guscott, Brian Moore, Jonathan Davies, John Barclay, Jamie Heaslip, Andy Nicol, Chris Paterson, Thomas Castaignede and Michele Campagnaro are the main pundits and co-commentators",0
